AIRPORT_SEQ_ID,AIRPORT_ID,AIRPORT,DISPLAY_AIRPORT_NAME,DISPLAY_AIRPORT_CITY_NAME_FULL,AIRPORT_WAC_SEQ_ID2,AIRPORT_WAC,AIRPORT_COUNTRY_NAME,AIRPORT_COUNTRY_CODE_ISO,AIRPORT_STATE_NAME,AIRPORT_STATE_CODE,AIRPORT_STATE_FIPS,CITY_MARKET_SEQ_ID,CITY_MARKET_ID,DISPLAY_CITY_MARKET_NAME_FULL,CITY_MARKET_WAC_SEQ_ID2,CITY_MARKET_WAC,LAT_DEGREES,LAT_HEMISPHERE,LAT_MINUTES,LAT_SECONDS,LATITUDE,LON_DEGREES,LON_HEMISPHERE,LON_MINUTES,LON_SECONDS,LONGITUDE,UTC_LOCAL_TIME_VARIATION,AIRPORT_START_DATE,AIRPORT_THRU_DATE,AIRPORT_IS_CLOSED,AIRPORT_IS_LATEST,City
1001101,10011,1G4,Grand Canyon West,"Peach Springs, AZ",8101,81,United States,US,Arizona,AZ,4.0,3001101,30011,"Peach Springs, AZ",8101,81,35.0,N,59.0,25.0,35.99027778,113.0,W,48.0,59.0,-113.81638889,-700.0,7/1/2008 12:00:00 AM,9/30/2011 12:00:00 AM,0,0,Peach Springs
1001102,10011,1G4,Grand Canyon West,"Peach Springs, AZ",8101,81,United States,US,Arizona,AZ,4.0,3001101,30011,"Peach Springs, AZ",8101,81,35.0,N,59.0,10.0,35.98611111,113.0,W,49.0,1.0,-113.81694444,-700.0,10/1/2011 12:00:00 AM,10/31/2017 12:00:00 AM,0,0,Peach Springs
1001103,10011,1G4,Grand Canyon West,"Peach Springs, AZ",8101,81,United States,US,Arizona,AZ,4.0,3001101,30011,"Peach Springs, AZ",8101,81,35.0,N,59.0,25.0,35.99027778,113.0,W,48.0,59.0,-113.81638889,-700.0,11/1/2017 12:00:00 AM,11/30/2017 12:00:00 AM,0,0,Peach Springs
1001104,10011,1G4,Grand Canyon West,"Peach Springs, AZ",8101,81,United States,US,Arizona,AZ,4.0,3001101,30011,"Peach Springs, AZ",8101,81,35.0,N,59.0,10.0,35.98611111,113.0,W,49.0,1.0,-113.81694444,-700.0,12/1/2017 12:00:00 AM,,0,1,Peach Springs
1001201,10012,1N7,Blairstown Airport,"Blairstown, NJ",2101,21,United States,US,New Jersey,NJ,34.0,3001201,30012,"Blairstown, NJ",2101,21,40.0,N,58.0,16.0,40.97111111,74.0,W,59.0,51.0,-74.9975,-500.0,7/1/2008 12:00:00 AM,,0,1,Blairstown
1001301,10013,8F3,Crosbyton Municipal,"Crosbyton, TX",7401,74,United States,US,Texas,TX,48.0,3001301,30013,"Crosbyton, TX",7401,74,33.0,N,37.0,26.0,33.62388889,101.0,W,14.0,27.0,-101.24083333,,1/1/2009 12:00:00 AM,,0,1,Crosbyton
1001401,10014,A01,Blair Lake,"Fairbanks/Ft. Wainwright, AK",101,1,United States,US,Alaska,AK,2.0,3151701,31517,"Fairbanks, AK",101,1,64.0,N,21.0,51.0,64.36416667,147.0,W,21.0,41.0,-147.36138889,,10/1/2002 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Fairbanks/Ft. Wainwright
1001402,10014,A01,Blair Lake,"Fairbanks/Ft. Wainwright, AK",101,1,United States,US,Alaska,AK,2.0,3151701,31517,"Fairbanks, AK",101,1,64.0,N,21.0,49.0,64.36361111,147.0,W,21.0,50.0,-147.36388889,,7/1/2011 12:00:00 AM,,0,1,Fairbanks/Ft. Wainwright
1001501,10015,A02,Deadmans Bay Airport,"Deadmans Bay, AK",101,1,United States,US,Alaska,AK,2.0,3001501,30015,"Deadmans Bay, AK",101,1,57.0,N,4.0,0.0,57.06666667,153.0,W,56.0,16.0,-153.93777778,,6/1/2002 12:00:00 AM,,0,1,Deadmans Bay
1001601,10016,A03,Hallo Bay Airport,"Hallo Bay, AK",101,1,United States,US,Alaska,AK,2.0,3001601,30016,"Hallo Bay, AK",101,1,58.0,N,27.0,27.0,58.4575,154.0,W,1.0,24.0,-154.02333333,,4/1/2002 12:00:00 AM,,0,1,Hallo Bay
1001701,10017,A04,Red Lake Airport,"Red Lake, AK",101,1,United States,US,Alaska,AK,2.0,3001701,30017,"Red Lake, AK",101,1,57.0,N,16.0,38.0,57.27722222,154.0,W,20.0,32.0,-154.34222222,,9/1/2002 12:00:00 AM,,0,1,Red Lake
1001801,10018,A05,Shell Lake Airport,"Shell Lake, AK",101,1,United States,US,Alaska,AK,2.0,3001801,30018,"Shell Lake, AK",101,1,61.0,N,57.0,50.0,61.96388889,151.0,W,33.0,21.0,-151.55583333,,11/1/2002 12:00:00 AM,,0,1,Shell Lake
1001901,10019,A06,Navigator Airstrip,"Kougarok, AK",101,1,United States,US,Alaska,AK,2.0,3001901,30019,"Kougarok, AK",101,1,65.0,N,39.0,20.0,65.65555556,165.0,W,21.0,23.0,-165.35638889,,6/1/2002 12:00:00 AM,,0,1,Kougarok
1002001,10020,A07,Roland Norton Memorial Airstrip,"Selawik, AK",101,1,United States,US,Alaska,AK,2.0,3002001,30020,"Selawik, AK",101,1,66.0,N,45.0,57.0,66.76583333,160.0,W,9.0,9.0,-160.1525,,12/1/2002 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Selawik
1002002,10020,A07,Roland Norton Memorial,"Selawik, AK",101,1,United States,US,Alaska,AK,2.0,3002001,30020,"Selawik, AK",101,1,66.0,N,45.0,58.0,66.76611111,160.0,W,9.0,10.0,-160.15277778,,7/1/2011 12:00:00 AM,,0,1,Selawik
1002101,10021,A08,Pillar Bay Airport,"Pillar Bay, AK",101,1,United States,US,Alaska,AK,2.0,3002101,30021,"Pillar Bay, AK",101,1,56.0,N,35.0,53.0,56.59805556,134.0,W,14.0,34.0,-134.24277778,,1/1/1950 12:00:00 AM,,0,1,Pillar Bay
1002201,10022,JOH,Johnstone Point Airport,"Johnstone Point, AK",101,1,United States,US,Alaska,AK,2.0,3002201,30022,"Johnstone Point, AK",101,1,60.0,N,28.0,53.0,60.48138889,146.0,W,34.0,56.0,-146.58222222,,7/1/1974 12:00:00 AM,12/31/2002 12:00:00 AM,0,0,Johnstone Point
1002202,10022,A09,Johnstone Point Airport,"Johnstone Point, AK",101,1,United States,US,Alaska,AK,2.0,3002201,30022,"Johnstone Point, AK",101,1,60.0,N,28.0,56.0,60.48222222,146.0,W,34.0,56.0,-146.58222222,,1/1/2003 12:00:00 AM,11/30/2013 12:00:00 AM,0,0,Johnstone Point
1002203,10022,A09,Johnstone Point Airport,"Johnstone Point, AK",101,1,United States,US,Alaska,AK,2.0,3002201,30022,"Johnstone Point, AK",101,1,60.0,N,28.0,54.0,60.48166667,146.0,W,35.0,3.0,-146.58416667,,12/1/2013 12:00:00 AM,10/31/2017 12:00:00 AM,0,0,Johnstone Point
1002204,10022,A09,Johnstone Point Airport,"Johnstone Point, AK",101,1,United States,US,Alaska,AK,2.0,3002201,30022,"Johnstone Point, AK",101,1,60.0,N,28.0,56.0,60.48222222,146.0,W,34.0,56.0,-146.58222222,,11/1/2017 12:00:00 AM,11/30/2017 12:00:00 AM,0,0,Johnstone Point
1002205,10022,A09,Johnstone Point Airport,"Johnstone Point, AK",101,1,United States,US,Alaska,AK,2.0,3002201,30022,"Johnstone Point, AK",101,1,60.0,N,28.0,54.0,60.48166667,146.0,W,35.0,3.0,-146.58416667,,12/1/2017 12:00:00 AM,,0,1,Johnstone Point
1002301,10023,TLK,Tikchik Lodge Airport,"Tikchik Lodge, AK",101,1,United States,US,Alaska,AK,2.0,3002301,30023,"Tikchik Lodge, AK",101,1,59.0,N,57.0,20.0,59.95555556,158.0,W,28.0,50.0,-158.48055556,,1/1/1950 12:00:00 AM,11/30/2002 12:00:00 AM,0,0,Tikchik Lodge
1002302,10023,KTH,Tikchik Lodge Airport,"Tikchik Lodge, AK",101,1,United States,US,Alaska,AK,2.0,3002301,30023,"Tikchik Lodge, AK",101,1,59.0,N,57.0,20.0,59.95555556,158.0,W,28.0,50.0,-158.48055556,,12/1/2002 12:00:00 AM,,0,1,Tikchik Lodge
1002401,10024,A11,Bell Creek Airport,"Bell Creek, AK",101,1,United States,US,Alaska,AK,2.0,3002401,30024,"Bell Creek, AK",101,1,60.0,N,47.0,2.0,60.78388889,159.0,W,32.0,25.0,-159.54027778,,12/1/2002 12:00:00 AM,,0,1,Bell Creek
1002501,10025,A12,Cinnabar Airport,"Cinnabar, AK",101,1,United States,US,Alaska,AK,2.0,3002501,30025,"Cinnabar, AK",101,1,60.0,N,47.0,7.0,60.78527778,158.0,W,51.0,52.0,-158.86444444,,12/1/2002 12:00:00 AM,,0,1,Cinnabar
1002601,10026,A13,Mountaintop Mine Airport,"Mountaintop Mine, AK",101,1,United States,US,Alaska,AK,2.0,3002601,30026,"Mountaintop Mine, AK",101,1,61.0,N,23.0,25.0,61.39027778,157.0,W,59.0,44.0,-157.99555556,,12/1/2002 12:00:00 AM,,0,1,Mountaintop Mine
1002701,10027,A14,Whitebear Airport,"Whitebear, AK",101,1,United States,US,Alaska,AK,2.0,3002701,30027,"Whitebear, AK",101,1,61.0,N,11.0,20.0,61.18888889,159.0,W,51.0,30.0,-159.85833333,,12/1/2002 12:00:00 AM,,0,1,Whitebear
1002801,10028,A15,Puviaq Airport,"Puviaq, AK",101,1,United States,US,Alaska,AK,2.0,3002801,30028,"Puviaq, AK",101,1,70.0,N,43.0,7.0,70.71861111,154.0,W,23.0,18.0,-154.38833333,,2/1/2003 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Puviaq
1002802,10028,A15,Puviaq Airport,"Puviaq, AK",101,1,United States,US,Alaska,AK,2.0,3002801,30028,"Puviaq, AK",101,1,70.0,N,42.0,56.0,70.71555556,154.0,W,24.0,25.0,-154.40694444,,7/1/2011 12:00:00 AM,2/28/2013 12:00:00 AM,1,1,Puviaq
1002901,10029,A16,Arley Lake Airport,"Arley Lake, AK",101,1,United States,US,Alaska,AK,2.0,3002901,30029,"Arley Lake, AK",101,1,70.0,N,44.0,49.0,70.74694444,155.0,W,21.0,39.0,-155.36083333,,3/1/2003 12:00:00 AM,,0,1,Arley Lake
1003001,10030,A17,Port Vita Airport,"Port Vita, AK",101,1,United States,US,Alaska,AK,2.0,3003001,30030,"Port Vita, AK",101,1,58.0,N,3.0,56.0,58.06555556,153.0,W,4.0,21.0,-153.0725,,9/1/2002 12:00:00 AM,,0,1,Port Vita
1003101,10031,A18,Kantishna Airport,"Kantishna, AK",101,1,United States,US,Alaska,AK,2.0,3003101,30031,"Kantishna, AK",101,1,63.0,N,32.0,30.0,63.54166667,150.0,W,59.0,38.0,-150.99388889,,1/1/1950 12:00:00 AM,11/30/2015 12:00:00 AM,0,0,Kantishna
1003102,10031,A18,Kantishna Airport,"Kantishna, AK",101,1,United States,US,Alaska,AK,2.0,3003101,30031,"Kantishna, AK",101,1,63.0,N,32.0,28.0,63.54111111,150.0,W,59.0,42.0,-150.995,,12/1/2015 12:00:00 AM,10/31/2017 12:00:00 AM,0,0,Kantishna
1003103,10031,A18,Kantishna Airport,"Kantishna, AK",101,1,United States,US,Alaska,AK,2.0,3003101,30031,"Kantishna, AK",101,1,63.0,N,32.0,30.0,63.54166667,150.0,W,59.0,38.0,-150.99388889,,11/1/2017 12:00:00 AM,11/30/2017 12:00:00 AM,0,0,Kantishna
1003104,10031,A18,Kantishna Airport,"Kantishna, AK",101,1,United States,US,Alaska,AK,2.0,3003101,30031,"Kantishna, AK",101,1,63.0,N,32.0,28.0,63.54111111,150.0,W,59.0,42.0,-150.995,,12/1/2017 12:00:00 AM,,0,1,Kantishna
1003301,10033,A20,Alpine Airstrip,"Alpine, AK",101,1,United States,US,Alaska,AK,2.0,3003301,30033,"Alpine, AK",101,1,70.0,N,20.0,39.0,70.34416667,150.0,W,56.0,41.0,-150.94472222,,8/1/2002 12:00:00 AM,,0,1,Alpine
1003401,10034,A21,Serpentine Airport,"Serpentine, AK",101,1,United States,US,Alaska,AK,2.0,3003401,30034,"Serpentine, AK",101,1,65.0,N,51.0,5.0,65.85138889,164.0,W,42.0,10.0,-164.70277778,,5/1/2003 12:00:00 AM,,0,1,Serpentine
1003501,10035,A22,Driftwood Bay Airport,"Driftwood Bay, AK",101,1,United States,US,Alaska,AK,2.0,3003501,30035,"Driftwood Bay, AK",101,1,53.0,N,58.0,22.0,53.97277778,166.0,W,51.0,25.0,-166.85694444,,1/1/2003 12:00:00 AM,,0,1,Driftwood Bay
1003601,10036,A23,Bradley Lake Airport,"Bradley Lake, AK",101,1,United States,US,Alaska,AK,2.0,3003601,30036,"Bradley Lake, AK",101,1,59.0,N,46.0,34.0,59.77611111,151.0,W,57.0,49.0,-151.96361111,,1/1/2003 12:00:00 AM,,0,1,Bradley Lake
1003701,10037,A24,Chilkat Lake Airport,"Chilkat Lake, AK",101,1,United States,US,Alaska,AK,2.0,3003701,30037,"Chilkat Lake, AK",101,1,59.0,N,19.0,54.0,59.33166667,135.0,W,53.0,48.0,-135.89666667,,8/1/2002 12:00:00 AM,,0,1,Chilkat Lake
1003801,10038,A25,Nugget Creek Airport,"Nugget Creek, AK",101,1,United States,US,Alaska,AK,2.0,3003801,30038,"Nugget Creek, AK",101,1,59.0,N,17.0,18.0,59.28833333,136.0,W,10.0,26.0,-136.17388889,,8/1/2002 12:00:00 AM,,0,1,Nugget Creek
1003901,10039,A26,Ivotuk Airstrip,"Ivotuk, AK",101,1,United States,US,Alaska,AK,2.0,3003901,30039,"Ivotuk, AK",101,1,68.0,N,29.0,0.0,68.48333333,155.0,W,44.0,0.0,-155.73333333,,5/1/2003 12:00:00 AM,,0,1,Ivotuk
1004001,10040,A27,Pogo Mines Airport,"Pogo Mines, AK",101,1,United States,US,Alaska,AK,2.0,3004001,30040,"Pogo Mines, AK",101,1,64.0,N,26.0,24.0,64.44,144.0,W,56.0,11.0,-144.93638889,,10/1/2003 12:00:00 AM,,0,1,Pogo Mines
1004101,10041,A28,Ayakulik River Airport,"Ayakulik River, AK",101,1,United States,US,Alaska,AK,2.0,3004101,30041,"Ayakulik River, AK",101,1,57.0,N,15.0,14.0,57.25388889,154.0,W,25.0,20.0,-154.42222222,,1/1/2001 12:00:00 AM,,0,1,Ayakulik River
1004201,10042,A29,Kiluda Bay Airport,"Kiluda Bay, AK",101,1,United States,US,Alaska,AK,2.0,3004201,30042,"Kiluda Bay, AK",101,1,57.0,N,19.0,23.0,57.32305556,153.0,W,8.0,58.0,-153.14944444,,1/1/2001 12:00:00 AM,,0,1,Kiluda Bay
1004301,10043,A30,Terror Lake Airport,"Terror Lake, AK",101,1,United States,US,Alaska,AK,2.0,3004301,30043,"Terror Lake, AK",101,1,57.0,N,57.0,50.0,57.96388889,153.0,W,3.0,30.0,-153.05833333,,1/1/2001 12:00:00 AM,,0,1,Terror Lake
1004401,10044,A31,Selief Bay Airport,"Selief Bay, AK",101,1,United States,US,Alaska,AK,2.0,3004401,30044,"Selief Bay, AK",101,1,58.0,N,58.0,58.0,58.98277778,153.0,W,11.0,0.0,-153.18333333,,1/1/2001 12:00:00 AM,,0,1,Selief Bay
1004701,10047,A34,Laura Lake Airport,"Laura Lake, AK",101,1,United States,US,Alaska,AK,2.0,3004701,30047,"Laura Lake, AK",101,1,58.0,N,21.0,43.0,58.36194444,152.0,W,18.0,44.0,-152.31222222,,7/1/2002 12:00:00 AM,,0,1,Laura Lake
1004901,10049,A36,Deep Bay Airport,"Deep Bay, AK",101,1,United States,US,Alaska,AK,2.0,3004901,30049,"Deep Bay, AK",101,1,55.0,N,33.0,37.0,55.56027778,131.0,W,39.0,20.0,-131.65555556,,1/1/2001 12:00:00 AM,,0,1,Deep Bay
1005001,10050,A37,Kako Airport,"Kako, AK",101,1,United States,US,Alaska,AK,2.0,3005001,30050,"Kako, AK",101,1,61.0,N,53.0,56.0,61.89888889,161.0,W,26.0,17.0,-161.43805556,,1/1/2003 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Kako
1005002,10050,A37,Kako Airport,"Kako, AK",101,1,United States,US,Alaska,AK,2.0,3005001,30050,"Kako, AK",101,1,61.0,N,53.0,56.0,61.89888889,161.0,W,26.0,23.0,-161.43972222,,7/1/2011 12:00:00 AM,,0,1,Kako
1005101,10051,A38,Molly Creek Airport,"Molly Creek, AK",101,1,United States,US,Alaska,AK,2.0,3005101,30051,"Molly Creek, AK",101,1,64.0,N,5.0,50.0,64.09722222,143.0,W,16.0,0.0,-143.26666667,,1/1/2003 12:00:00 AM,,0,1,Molly Creek
1005201,10052,A39,Ptarmigan Lake Airport,"Ptarmigan Lake, AK",101,1,United States,US,Alaska,AK,2.0,3005201,30052,"Ptarmigan Lake, AK",101,1,61.0,N,51.0,58.0,61.86611111,141.0,W,9.0,35.0,-141.15972222,,1/1/2003 12:00:00 AM,,0,1,Ptarmigan Lake
1005301,10053,A40,Cape Simpson Airport,"Cape Simpson, AK",101,1,United States,US,Alaska,AK,2.0,3005301,30053,"Cape Simpson, AK",101,1,71.0,N,3.0,25.0,71.05694444,154.0,W,43.0,42.0,-154.72833333,,7/1/2002 12:00:00 AM,,0,1,Cape Simpson
1005401,10054,A41,Kogru River Airport,"Kogru River, AK",101,1,United States,US,Alaska,AK,2.0,3005401,30054,"Kogru River, AK",101,1,70.0,N,34.0,34.0,70.57611111,152.0,W,16.0,16.0,-152.27111111,,7/1/2002 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Kogru River
1005402,10054,A41,Kogru River Airport,"Kogru River, AK",101,1,United States,US,Alaska,AK,2.0,3005401,30054,"Kogru River, AK",101,1,70.0,N,34.0,29.0,70.57472222,152.0,W,15.0,32.0,-152.25888889,,7/1/2011 12:00:00 AM,3/31/2013 12:00:00 AM,1,1,Kogru River
1005501,10055,A42,Teshepkuk Lake Airport,"Teshepkuk Lake, AK",101,1,United States,US,Alaska,AK,2.0,3005501,30055,"Teshepkuk Lake, AK",101,1,70.0,N,21.0,30.0,70.35833333,153.0,W,11.0,48.0,-153.19666667,,1/1/2004 12:00:00 AM,,0,1,Teshepkuk Lake
1005601,10056,A43,Trident Basin Seaplane Base,"Kodiak Island, AK",101,1,United States,US,Alaska,AK,2.0,3005601,30056,"Kodiak Island, AK",101,1,57.0,N,46.0,51.0,57.78083333,152.0,W,23.0,28.0,-152.39111111,,4/1/2003 12:00:00 AM,,0,1,Kodiak Island
1005801,10058,A45,Lake Florence Airport,"Lake Florence, AK",101,1,United States,US,Alaska,AK,2.0,3005801,30058,"Lake Florence, AK",101,1,57.0,N,49.0,0.0,57.81666667,134.0,W,35.0,0.0,-134.58333333,,7/1/2004 12:00:00 AM,,0,1,Lake Florence
1005901,10059,A46,Lake Hasselborg Airport,"Lake Hasselborg, AK",101,1,United States,US,Alaska,AK,2.0,3005901,30059,"Lake Hasselborg, AK",101,1,57.0,N,42.0,0.0,57.7,134.0,W,16.0,0.0,-134.26666667,,7/1/2004 12:00:00 AM,,0,1,Lake Hasselborg
1006001,10060,A47,Distin Lake Airport,"Distin Lake, AK",101,1,United States,US,Alaska,AK,2.0,3006001,30060,"Distin Lake, AK",101,1,57.0,N,37.0,0.0,57.61666667,134.0,W,22.0,0.0,-134.36666667,,7/1/2004 12:00:00 AM,,0,1,Distin Lake
1006101,10061,A48,Port Hobron Airport,"Port Hobron, AK",101,1,United States,US,Alaska,AK,2.0,3006101,30061,"Port Hobron, AK",101,1,57.0,N,9.0,0.0,57.15,153.0,W,9.0,0.0,-153.15,,7/1/2004 12:00:00 AM,,0,1,Port Hobron
1006201,10062,A49,Mooseville Airstrip Airport,"Mooseville Airstrip, AK",101,1,United States,US,Alaska,AK,2.0,3006201,30062,"Mooseville Airstrip, AK",101,1,70.0,N,17.0,4.0,70.28444444,152.0,W,12.0,43.0,-152.21194444,,1/1/2005 12:00:00 AM,,0,1,Mooseville Airstrip
1006301,10063,A50,Big Bay Airport,"Big Bay, AK",101,1,United States,US,Alaska,AK,2.0,3006301,30063,"Big Bay, AK",101,1,58.0,N,33.0,45.0,58.5625,152.0,W,35.0,46.0,-152.59611111,,1/1/2005 12:00:00 AM,,0,1,Big Bay
1006401,10064,A51,Wien Lake Airport,"Wien Lake, AK",101,1,United States,US,Alaska,AK,2.0,3006401,30064,"Wien Lake, AK",101,1,64.0,N,21.0,10.0,64.35277778,151.0,W,16.0,30.0,-151.275,,1/1/2005 12:00:00 AM,,0,1,Wien Lake
1006501,10065,A52,Silver Salmon Creek Airport,"Silver Salmon Creek, AK",101,1,United States,US,Alaska,AK,2.0,3006501,30065,"Silver Salmon Creek, AK",101,1,59.0,N,57.0,50.0,59.96388889,152.0,W,40.0,56.0,-152.68222222,,4/1/2003 12:00:00 AM,,0,1,Silver Salmon Creek
1006601,10066,A53,Blear Lake Airport,"Blear Lake, AK",101,1,United States,US,Alaska,AK,2.0,3006601,30066,"Blear Lake, AK",101,1,64.0,N,20.0,0.0,64.33333333,147.0,W,30.0,0.0,-147.5,,6/1/2005 12:00:00 AM,,0,1,Blear Lake
1006701,10067,A54,Cannery Bay Airport,"Cannery Bay, AK",101,1,United States,US,Alaska,AK,2.0,3006701,30067,"Cannery Bay, AK",101,1,53.0,N,41.0,0.0,53.68333333,166.0,W,45.0,0.0,-166.75,,1/1/2005 12:00:00 AM,,0,1,Cannery Bay
1006901,10069,A56,Johnsons Landing,"Bear Lake, AK",101,1,United States,US,Alaska,AK,2.0,3006901,30069,"Bear Lake, AK",101,1,56.0,N,2.0,12.0,56.03666667,160.0,W,15.0,58.0,-160.26611111,,3/1/2005 12:00:00 AM,,0,1,Bear Lake
1007001,10070,VZK,International Seafoods Airport,"International Seafoods, AK",101,1,United States,US,Alaska,AK,2.0,3644001,36440,"International Seafoods, AK",101,1,58.0,N,16.0,0.0,58.26666667,157.0,W,32.0,0.0,-157.53333333,,4/1/1999 12:00:00 AM,9/30/2001 12:00:00 AM,0,0,International Seafoods
1007002,10070,A57,International Seafoods Airport,"International Seafoods, AK",101,1,United States,US,Alaska,AK,2.0,3644001,36440,"International Seafoods, AK",101,1,58.0,N,16.0,0.0,58.26666667,157.0,W,32.0,0.0,-157.53333333,,10/1/2001 12:00:00 AM,,0,1,International Seafoods
1007101,10071,A58,Cosna River Airport,"Cosna River, AK",101,1,United States,US,Alaska,AK,2.0,3007101,30071,"Cosna River, AK",101,1,64.0,N,30.0,0.0,64.5,151.0,W,40.0,0.0,-151.66666667,,4/1/2005 12:00:00 AM,,0,1,Cosna River
1007201,10072,A59,Ivatuk Airport,"Ivatuk, AK",101,1,United States,US,Alaska,AK,2.0,3007201,30072,"Ivatuk, AK",101,1,68.0,N,29.0,16.0,68.48777778,155.0,W,45.0,27.0,-155.7575,,4/1/2005 12:00:00 AM,,0,1,Ivatuk
1007401,10074,A61,Cape Sarichef AFS,"Cape Sarichef, AK",101,1,United States,US,Alaska,AK,2.0,3007401,30074,"Cape Sarichef, AK",101,1,54.0,N,35.0,0.0,54.58333333,164.0,W,54.0,45.0,-164.9125,,3/1/1999 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Cape Sarichef
1007402,10074,A61,Cape Sarichef Airport,"Cape Sarichef, AK",101,1,United States,US,Alaska,AK,2.0,3007401,30074,"Cape Sarichef, AK",101,1,54.0,N,34.0,57.0,54.5825,164.0,W,54.0,52.0,-164.91444444,,7/1/2011 12:00:00 AM,,0,1,Cape Sarichef
1007501,10075,A62,Taylor Mountain,"Taylor Mountain Mine, AK",101,1,United States,US,Alaska,AK,2.0,3007501,30075,"Taylor Mountain Mine, AK",101,1,60.0,N,52.0,4.0,60.86777778,157.0,W,23.0,31.0,-157.39194444,,4/1/2005 12:00:00 AM,,0,1,Taylor Mountain Mine
1007601,10076,A63,Coal Creek,"Yukon Charley Rivvers, AK",101,1,United States,US,Alaska,AK,2.0,3007601,30076,"Yukon Charley Rivvers, AK",101,1,65.0,N,18.0,40.0,65.31111111,143.0,W,8.0,7.0,-143.13527778,,6/1/2005 12:00:00 AM,6/30/2011 12:00:00 AM,0,0,Yukon Charley Rivvers
